loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,addr_state,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,earliest_cr_line,issue_d,application_type,mort_acc,pub_rec_bankruptcies,loan_status
26814,36 months,18.31,163.34,F,F1,2,OWN,52604.06,Not Verified,debt_consolidation,MI,9.07,0,1,22,0,57597,30.5,27,2015-06,2019-09,Individual,2,0,0
5924,36 months,8.31,20.63,F,F4,5,OWN,69500.48,Not Verified,vacation,TX,18.78,0,1,27,0,56680,48.9,38,2000-07,2018-01,Joint App,3,0,0
22724,60 months,10.24,46.56,A,A1,5,MORTGAGE,27952.78,Verified,credit_card,FL,14.75,0,4,24,1,1590,34.5,43,2008-12,2019-04,Individual,4,0,1
20695,36 months,11.47,70.57,C,C5,9,MORTGAGE,17946.83,Not Verified,debt_consolidation,NJ,22.05,0,1,22,0,15481,64.5,36,2015-07,2016-03,Individual,2,0,0
31572,36 months,14.28,165.0,A,A2,0,OWN,41246.38,Verified,car,NJ,9.18,0,1,12,0,41308,13.9,22,2000-10,2019-11,Individual,2,0,1
39848,36 months,19.22,220.56,D,D1,2,MORTGAGE,50163.6,Verified,debt_consolidation,VA,24.05,0,1,11,0,24381,59.3,23,2001-09,2019-02,Individual,2,0,0
26908,36 months,17.37,169.65,F,F2,10,OWN,59728.12,Not Verified,home_improvement,OH,26.57,0,0,10,0,62827,66.2,14,1994-02,2018-10,Individual,3,0,1
16958,60 months,9.42,34.15,C,C4,6,RENT,20913.23,Source Verified,major_purchase,IL,16.81,0,0,25,1,61427,49.3,32,2008-03,2015-03,Individual,0,0,1
16849,36 months,10.25,55.75,A,A5,7,OWN,72867.98,Source Verified,major_purchase,MI,18.83,0,1,18,0,19589,60.3,32,2006-06,2017-11,Individual,1,0,1
17300,60 months,11.74,44.45,C,C3,2,MORTGAGE,29785.25,Not Verified,credit_card,MO,21.49,0,1,2,0,1467,29.0,21,2000-04,2015-04,Individual,1,0,1
32746,60 months,12.98,63.93,C,C1,6,RENT,70632.14,Source Verified,debt_consolidation,WI,8.82,0,3,1,0,20736,25.4,1,1998-06,2018-05,Individual,3,0,0
13527,60 months,9.5,26.4,E,E5,4,OTHER,85901.44,Verified,moving,TX,12.6,0,1,4,0,72252,49.0,12,2013-03,2019-07,Individual,1,0,0
7511,36 months,9.02,20.84,B,B4,8,MORTGAGE,38665.17,Verified,medical,GA,17.29,0,2,17,0,72339,27.6,30,2008-02,2015-12,Individual,4,0,0
14037,36 months,12.79,88.39,F,F3,0,OWN,27493.6,Source Verified,debt_consolidation,NJ,30.19,0,1,29,0,40361,48.0,38,2001-05,2017-06,Individual,4,0,1
1885,60 months,4.83,1.87,B,B3,3,RENT,123771.15,Verified,debt_consolidation,IL,7.63,0,3,14,0,67337,48.0,30,2009-04,2018-06,Individual,3,0,1
5139,36 months,6.03,9.3,A,A5,7,MORTGAGE,82763.9,Verified,credit_card,GA,27.46,0,1,8,0,45296,40.7,20,1995-07,2019-05,Individual,2,0,0
4511,36 months,7.46,8.64,B,B2,6,MORTGAGE,53700.94,Not Verified,debt_consolidation,NY,14.65,0,2,13,0,79050,47.6,20,2008-03,2016-04,Individual,3,0,0
31090,60 months,12.67,95.92,A,A1,9,RENT,118309.18,Verified,medical,MI,15.76,0,1,21,0,12283,54.7,36,2017-08,2018-12,Individual,1,0,0
29172,36 months,11.33,103.75,B,B1,8,MORTGAGE,51531.94,Source Verified,wedding,MO,24.53,0,1,1,0,39793,40.0,7,1998-12,2015-08,Joint App,1,0,1
28174,60 months,17.01,83.21,D,D4,0,MORTGAGE,33782.41,Verified,debt_consolidation,MD,30.15,1,0,20,0,14480,32.5,28,1998-06,2017-12,Individual,2,1,1
19013,60 months,10.96,44.01,A,A5,0,RENT,26875.73,Source Verified,wedding,CA,18.96,0,2,28,0,9938,58.5,33,1994-07,2017-11,Individual,2,0,0
28965,60 months,11.84,76.02,A,A4,3,MORTGAGE,45950.52,Source Verified,medical,WA,24.15,0,0,28,0,12373,47.5,47,2009-01,2016-06,Individual,0,0,0
7289,36 months,6.47,17.38,A,A4,10,RENT,77888.4,Source Verified,small_business,MD,9.56,0,0,6,0,660,51.0,14,1996-02,2016-11,Individual,2,0,1
36124,60 months,14.46,104.81,A,A2,5,MORTGAGE,112854.6,Verified,house,TN,12.29,0,3,29,0,75528,53.7,48,1993-01,2017-02,Individual,4,0,1
20540,36 months,13.28,93.34,F,F3,9,OWN,49717.2,Verified,debt_consolidation,TX,6.53,1,0,4,0,56490,45.0,15,2000-06,2015-03,Individual,0,0,0
37584,60 months,20.18,157.56,G,G1,0,MORTGAGE,101506.18,Verified,vacation,GA,12.39,0,0,14,0,39890,35.1,16,2012-06,2019-06,Individual,0,0,1
6940,60 months,5.14,7.53,A,A2,10,MORTGAGE,43106.9,Verified,debt_consolidation,TN,19.96,0,1,12,0,65333,29.7,27,2006-02,2019-02,Individual,3,1,0
20395,60 months,13.61,59.45,E,E4,0,RENT,30670.03,Source Verified,credit_card,WI,17.49,0,1,20,0,45369,40.2,23,2003-06,2019-01,Individual,3,0,0
28156,36 months,13.34,148.04,D,D5,8,RENT,22386.47,Verified,credit_card,PA,28.09,0,3,23,0,34262,51.6,40,1994-11,2015-06,Individual,0,0,0
20329,36 months,14.14,96.72,G,G5,9,OWN,36179.79,Verified,debt_consolidation,PA,30.38,0,2,18,0,38757,52.6,37,2005-11,2017-01,Individual,2,1,1
18400,36 months,12.47,66.07,B,B5,3,RENT,22898.02,Verified,small_business,IL,15.04,0,0,23,1,34063,44.9,33,1994-08,2017-12,Individual,1,0,1
7482,36 months,7.84,19.08,B,B1,3,RENT,163686.29,Not Verified,credit_card,MO,11.24,0,0,29,0,32407,49.0,36,2009-10,2017-07,Individual,1,0,0
15859,36 months,11.01,65.51,C,C5,6,RENT,63804.43,Source Verified,credit_card,FL,24.12,0,3,15,0,67221,19.9,24,2000-07,2019-12,Individual,0,0,0
10311,36 months,8.76,21.14,E,E2,7,MORTGAGE,46287.68,Source Verified,credit_card,GA,24.85,0,0,17,0,77684,32.7,32,2000-04,2018-08,Individual,1,0,0
12758,36 months,10.17,30.41,D,D4,1,MORTGAGE,137750.73,Source Verified,debt_consolidation,NY,19.09,0,1,16,0,14883,55.4,23,2000-09,2016-04,Individual,2,1,1
27664,60 months,14.27,91.04,C,C5,2,RENT,22440.88,Source Verified,debt_consolidation,MD,20.94,0,0,8,0,58915,25.3,9,1999-11,2015-08,Individual,1,1,1
25581,60 months,12.53,80.35,B,B5,8,RENT,45148.59,Verified,debt_consolidation,TX,19.84,1,0,14,0,5075,44.8,25,1998-04,2018-01,Individual,1,0,0
24680,36 months,11.29,73.29,D,D4,8,RENT,162722.94,Source Verified,house,NJ,9.08,0,3,17,0,63647,43.0,31,2016-05,2019-07,Individual,1,0,1
15110,60 months,12.63,38.81,E,E2,1,RENT,44962.12,Source Verified,major_purchase,FL,7.47,0,3,1,0,77255,39.7,3,2006-05,2018-09,Individual,0,0,1
38428,36 months,15.95,190.7,B,B3,9,RENT,212795.79,Source Verified,credit_card,NC,15.64,0,0,12,0,57889,55.6,19,1993-09,2016-06,Individual,2,0,0
4418,36 months,10.35,14.58,D,D4,9,MORTGAGE,78539.97,Verified,home_improvement,VA,14.59,2,0,9,0,43391,46.5,18,2007-02,2018-03,Individual,2,0,1
14361,36 months,9.6,48.3,C,C3,9,MORTGAGE,107318.42,Not Verified,home_improvement,AZ,17.94,0,1,20,0,75954,18.1,32,2014-09,2018-12,Individual,4,0,0
5602,60 months,5.51,4.84,C,C3,2,RENT,109200.06,Not Verified,debt_consolidation,VA,15.08,0,1,12,0,61790,52.3,22,1995-03,2019-03,Individual,1,0,0
14218,60 months,9.16,21.24,C,C3,7,MORTGAGE,49067.96,Verified,debt_consolidation,NC,4.08,1,4,4,0,62907,31.9,19,1998-06,2017-04,Individual,1,0,1
38514,60 months,16.91,123.71,E,E3,1,MORTGAGE,36573.27,Not Verified,credit_card,PA,1.21,0,0,17,1,76379,14.7,29,2005-01,2019-09,Individual,2,0,0
15284,60 months,15.11,45.07,G,G1,2,RENT,45740.34,Verified,debt_consolidation,IN,21.16,0,2,14,0,43388,56.8,28,1994-10,2017-04,Joint App,1,1,1
36434,60 months,12.65,74.88,C,C5,0,RENT,27114.95,Verified,moving,AZ,11.36,0,2,20,0,64833,18.3,21,2001-02,2015-03,Joint App,2,0,0
20307,36 months,10.44,79.97,B,B1,5,MORTGAGE,47118.56,Verified,debt_consolidation,AZ,14.38,1,2,22,0,71965,34.9,40,1998-03,2019-02,Individual,2,0,0
28288,36 months,14.68,128.79,B,B5,7,RENT,48891.38,Not Verified,credit_card,TN,12.09,1,1,29,0,37408,47.9,37,2016-08,2019-10,Individual,1,0,1
18839,36 months,9.72,56.75,A,A1,2,MORTGAGE,135068.99,Verified,credit_card,IL,9.61,0,2,18,0,58279,40.5,26,2008-05,2019-02,Individual,1,0,0
11368,60 months,9.82,23.38,B,B3,2,MORTGAGE,69980.05,Not Verified,major_purchase,WI,9.42,1,3,15,0,51849,29.5,30,2006-03,2019-12,Individual,2,0,0
30804,36 months,10.73,107.81,A,A3,3,OWN,202312.85,Source Verified,house,MD,23.14,1,0,9,0,79199,22.1,17,2005-07,2018-02,Individual,2,0,0
38797,36 months,14.58,214.87,C,C3,2,RENT,13416.94,Source Verified,credit_card,NC,14.33,0,1,20,0,50579,26.8,35,2007-01,2017-02,Joint App,0,0,0
11277,60 months,9.54,18.17,A,A3,9,RENT,23618.22,Source Verified,debt_consolidation,IL,20.44,0,0,12,0,57890,20.5,28,2018-05,2019-12,Individual,1,0,0
31371,36 months,13.86,111.18,B,B5,1,OWN,39608.25,Verified,home_improvement,GA,21.38,1,0,28,0,74042,39.5,38,2011-03,2018-07,Individual,2,0,0
11184,60 months,11.52,24.44,E,E1,3,MORTGAGE,120029.96,Not Verified,debt_consolidation,GA,18.22,0,1,20,0,849,31.1,31,1999-07,2019-09,Individual,0,0,1
28958,36 months,11.8,115.04,B,B5,3,RENT,45901.53,Source Verified,debt_consolidation,WI,21.61,1,1,9,0,11286,14.4,26,1994-04,2018-09,Individual,1,0,0
31771,60 months,15.76,79.43,D,D4,2,MORTGAGE,20318.84,Source Verified,home_improvement,PA,16.1,1,0,28,0,26267,36.2,42,2017-09,2019-04,Individual,2,0,0
18525,60 months,12.76,36.34,F,F4,10,RENT,42316.2,Verified,debt_consolidation,MD,25.55,1,1,14,0,55657,29.1,29,1995-02,2018-07,Individual,2,0,1
29739,36 months,15.66,159.95,C,C1,2,MORTGAGE,23895.4,Not Verified,debt_consolidation,IL,21.76,0,0,18,0,35097,47.4,31,1993-01,2017-06,Joint App,0,0,0
11617,60 months,11.18,22.69,A,A1,5,OWN,21243.89,Source Verified,credit_card,MD,22.7,1,0,21,0,69025,49.2,36,1995-03,2019-11,Joint App,3,0,1
4090,36 months,7.5,7.75,B,B2,6,MORTGAGE,162640.36,Source Verified,credit_card,MD,9.43,0,0,19,0,6244,68.8,34,2009-11,2016-11,Individual,0,0,0
4759,36 months,8.13,14.97,D,D2,2,MORTGAGE,39697.15,Source Verified,vacation,WA,17.84,0,1,17,0,28726,55.0,32,2007-12,2016-01,Individual,3,0,0
18433,36 months,8.37,46.01,C,C4,5,OWN,54387.61,Verified,debt_consolidation,NY,3.15,0,1,22,0,11745,20.2,30,2012-01,2017-08,Individual,4,0,0
36201,60 months,12.03,103.79,A,A5,1,MORTGAGE,46361.57,Verified,credit_card,WA,25.81,1,1,26,0,56663,0.0,40,2001-01,2017-12,Individual,1,0,1
5975,36 months,10.16,20.33,C,C3,5,RENT,42154.75,Verified,small_business,MD,11.64,0,3,5,0,21606,11.6,15,2015-02,2019-06,Individual,0,0,0
18775,36 months,10.26,67.36,C,C4,0,MORTGAGE,29602.18,Source Verified,medical,MD,12.61,0,0,17,0,19987,31.9,34,2009-07,2017-07,Individual,1,1,0
28457,60 months,12.57,69.02,B,B1,4,RENT,40685.18,Verified,debt_consolidation,MI,6.43,0,1,18,0,48726,9.8,27,2005-12,2019-10,Individual,3,0,0
8892,36 months,10.71,17.7,D,D4,4,RENT,60014.49,Verified,home_improvement,MI,15.75,1,2,27,0,7042,29.7,28,2006-10,2017-03,Individual,4,0,1
29143,36 months,14.06,110.71,A,A1,3,MORTGAGE,114826.92,Verified,home_improvement,GA,14.12,0,4,17,0,74277,42.6,33,2007-03,2017-04,Individual,2,0,1
12932,36 months,8.89,37.52,B,B4,1,RENT,86548.6,Verified,debt_consolidation,IL,28.76,1,2,5,0,2032,30.7,15,2012-12,2019-08,Joint App,4,0,0
32537,36 months,16.25,186.96,E,E2,10,RENT,23589.57,Source Verified,debt_consolidation,AZ,22.01,0,3,23,0,27476,47.6,23,2010-04,2016-12,Individual,3,0,1
23589,60 months,11.88,39.33,B,B3,0,MORTGAGE,88709.25,Source Verified,small_business,WI,12.4,1,1,24,0,42394,29.8,40,2001-05,2016-08,Joint App,2,0,0
22329,36 months,12.53,92.43,D,D2,1,RENT,65203.13,Source Verified,debt_consolidation,PA,4.34,0,2,25,0,732,26.8,26,2011-10,2016-10,Individual,3,0,0
7894,36 months,8.08,17.28,C,C3,1,MORTGAGE,33697.11,Source Verified,debt_consolidation,IN,0.01,0,2,7,0,4133,76.2,9,2009-04,2016-01,Individual,2,0,0
19065,60 months,11.16,44.22,B,B5,10,RENT,54680.27,Source Verified,credit_card,TX,8.82,0,1,5,0,78439,41.3,19,2016-09,2018-02,Individual,1,0,0
34407,36 months,18.32,209.43,F,F5,3,MORTGAGE,69104.31,Source Verified,debt_consolidation,TX,6.68,0,2,2,0,47394,44.2,5,2007-06,2015-11,Individual,2,0,0
1761,60 months,8.9,3.52,B,B2,4,OWN,50424.47,Not Verified,debt_consolidation,MD,18.44,0,1,13,0,2472,58.9,18,2011-11,2018-10,Individual,2,0,0
30582,36 months,14.07,168.93,B,B2,8,RENT,65391.4,Not Verified,credit_card,NY,14.99,0,0,4,0,30041,59.5,12,2008-08,2019-01,Individual,1,0,1
20217,60 months,15.94,69.38,F,F3,0,MORTGAGE,29208.92,Not Verified,moving,NC,16.12,0,2,23,0,26624,34.7,42,2012-12,2019-05,Individual,2,0,1
29059,60 months,14.58,96.89,E,E4,0,RENT,162056.32,Not Verified,major_purchase,MO,9.36,0,1,17,0,549,62.9,28,2017-06,2018-03,Individual,1,0,1
26868,60 months,15.05,76.15,D,D1,2,RENT,15404.72,Not Verified,debt_consolidation,OH,17.06,0,1,10,0,45681,33.0,29,2008-05,2017-08,Individual,1,0,1
17851,36 months,8.6,75.25,A,A4,7,RENT,69335.39,Source Verified,debt_consolidation,OH,6.06,1,0,9,0,18118,62.3,23,1997-04,2019-08,Individual,1,0,0
13038,36 months,8.73,30.23,A,A5,10,RENT,61087.23,Source Verified,car,CA,15.38,1,0,14,0,51786,17.3,19,2001-07,2015-01,Individual,2,0,1
25465,60 months,14.89,69.16,D,D5,6,RENT,72096.88,Not Verified,home_improvement,AZ,21.81,0,2,5,0,59072,35.9,16,2013-11,2019-10,Individual,1,1,0
6468,36 months,7.58,18.8,B,B3,9,MORTGAGE,32047.61,Verified,small_business,OH,13.44,0,0,13,0,33371,46.5,19,1994-02,2017-03,Individual,1,0,1
23779,36 months,14.73,131.4,B,B2,9,MORTGAGE,98865.76,Source Verified,debt_consolidation,NY,19.11,0,1,19,0,30303,49.2,23,2003-05,2019-08,Joint App,1,0,1
4693,36 months,11.49,19.43,E,E2,3,OTHER,45945.52,Not Verified,debt_consolidation,MI,2.16,0,1,14,0,50920,25.1,24,2001-03,2018-10,Individual,3,0,1
26344,60 months,13.9,81.48,B,B4,2,OWN,24059.16,Source Verified,debt_consolidation,FL,1.6,0,2,15,0,58044,9.0,31,2014-03,2016-08,Individual,2,0,1
25521,60 months,12.3,40.98,A,A3,1,RENT,25415.48,Verified,moving,IN,18.29,1,1,25,0,31653,51.2,40,2012-09,2019-12,Individual,1,0,0
4293,36 months,8.19,14.82,A,A1,8,RENT,52829.4,Source Verified,vacation,MA,23.33,0,0,12,0,65197,37.9,17,2005-12,2015-06,Individual,2,0,1
30542,60 months,12.71,75.0,C,C4,7,RENT,18808.93,Verified,debt_consolidation,WI,14.33,0,2,4,0,22951,34.2,9,2002-12,2019-04,Individual,2,0,0
17216,36 months,13.65,94.6,D,D1,9,MORTGAGE,144394.38,Source Verified,small_business,WI,31.02,0,1,16,0,63755,75.1,33,2016-07,2018-07,Individual,2,0,1
31688,36 months,16.23,113.33,F,F5,5,OWN,91982.42,Source Verified,moving,IN,5.9,1,1,6,0,29651,36.1,18,2010-01,2016-09,Joint App,3,0,1
2622,36 months,4.98,4.54,A,A3,10,RENT,146694.37,Source Verified,moving,NJ,11.24,0,0,25,0,53648,31.7,34,1994-11,2018-06,Individual,2,0,0
7998,36 months,7.67,18.53,A,A2,9,RENT,137702.95,Source Verified,credit_card,FL,16.98,0,1,5,0,79785,6.0,21,2011-09,2018-02,Individual,1,0,0
20265,36 months,13.35,98.78,C,C1,8,RENT,39690.06,Verified,debt_consolidation,CA,19.25,1,1,22,0,59727,20.3,22,1996-04,2017-04,Individual,3,0,1
8340,60 months,6.6,11.59,B,B1,8,OWN,29097.35,Source Verified,house,TX,11.91,1,2,14,0,25511,59.5,29,2014-11,2019-07,Individual,1,0,0
13864,60 months,9.65,28.39,C,C5,1,MORTGAGE,9831.4,Verified,debt_consolidation,IL,8.59,1,2,15,0,45583,27.5,24,1995-03,2016-05,Individual,3,0,0
26763,36 months,16.31,119.82,F,F3,8,MORTGAGE,38417.16,Source Verified,debt_consolidation,MO,20.34,0,0,26,0,16056,54.6,35,2006-08,2016-11,Individual,3,0,1
6636,36 months,8.24,18.05,C,C5,10,MORTGAGE,141406.18,Source Verified,debt_consolidation,IL,16.93,0,1,24,0,37180,16.1,37,2011-03,2016-11,Individual,1,0,0
27430,36 months,14.68,130.19,C,C5,3,RENT,29830.59,Verified,credit_card,TX,13.59,0,0,5,0,49489,24.6,9,2003-07,2019-08,Individual,3,0,0
5032,60 months,15.78,17.19,G,G1,8,RENT,43219.51,Not Verified,debt_consolidation,MD,19.49,1,2,26,0,4936,24.1,43,2002-10,2016-05,Joint App,3,0,0
7832,60 months,7.46,13.61,A,A2,3,MORTGAGE,35145.71,Source Verified,credit_card,NC,15.05,1,1,10,0,31969,51.5,11,2015-09,2019-03,Individual,3,0,1
23918,60 months,14.6,71.59,F,F5,2,MORTGAGE,61389.68,Verified,wedding,NC,15.02,0,3,11,0,78008,37.8,22,1998-12,2019-10,Individual,0,0,0
31945,36 months,13.23,110.91,C,C3,8,RENT,106048.39,Source Verified,credit_card,OH,14.76,0,0,25,0,79635,19.8,34,1999-10,2018-12,Individual,1,0,0
7653,36 months,8.32,21.6,C,C3,1,RENT,19466.95,Verified,house,MD,10.25,0,1,5,0,67219,56.3,24,2008-12,2018-08,Individual,2,0,0
12699,36 months,11.55,70.17,F,F3,5,RENT,21836.42,Verified,vacation,OH,9.54,0,0,12,0,57219,51.9,25,1995-11,2017-01,Individual,2,0,0
37079,36 months,16.63,261.93,C,C4,10,RENT,119607.64,Not Verified,medical,MO,12.32,0,0,4,0,53754,48.8,11,2015-09,2016-03,Individual,1,0,0
39597,36 months,17.24,114.75,C,C5,1,RENT,76102.78,Source Verified,home_improvement,WI,16.22,0,3,17,0,42514,47.9,25,1994-05,2018-07,Individual,0,0,0
23661,36 months,11.26,89.75,B,B5,1,RENT,41955.79,Not Verified,vacation,MI,2.9,0,2,19,0,51527,24.9,23,2007-09,2018-02,Individual,2,0,1
18434,60 months,14.69,62.57,D,D4,10,MORTGAGE,136523.17,Source Verified,credit_card,MA,22.61,0,2,17,0,19161,67.2,18,1997-01,2017-07,Individual,1,0,0
14527,36 months,9.55,44.84,C,C3,8,MORTGAGE,21611.54,Not Verified,debt_consolidation,CA,16.13,0,2,28,1,46144,40.0,36,1995-04,2017-02,Individual,2,0,1
24885,36 months,11.98,91.75,B,B2,5,MORTGAGE,85710.28,Not Verified,wedding,TN,8.54,0,3,21,0,44528,47.4,21,1995-06,2016-06,Individual,1,0,0
24045,60 months,14.48,66.54,D,D1,4,MORTGAGE,47054.28,Verified,credit_card,WI,27.32,1,4,2,0,7553,49.7,15,2012-05,2015-06,Individual,2,0,0
12495,36 months,11.89,54.08,D,D4,10,OTHER,70539.37,Verified,vacation,FL,16.29,0,2,6,0,22570,23.1,24,2007-04,2017-08,Individual,2,0,0
1889,60 months,7.91,2.42,B,B1,7,OWN,11704.27,Source Verified,credit_card,CA,6.65,1,1,15,0,25552,79.9,16,2016-01,2019-03,Joint App,1,0,0
6908,36 months,7.24,19.97,A,A4,9,RENT,41922.5,Verified,debt_consolidation,CA,27.0,0,3,14,0,54839,41.5,33,2013-11,2019-08,Individual,1,0,0
38383,60 months,17.66,134.3,C,C3,1,RENT,76273.29,Source Verified,major_purchase,MO,25.48,0,4,6,0,27169,42.7,7,2001-07,2016-04,Individual,1,0,0
17308,36 months,8.53,41.54,A,A4,5,RENT,47193.05,Verified,home_improvement,IL,9.64,1,1,16,0,17047,33.7,25,2001-06,2018-06,Individual,1,0,0
19809,36 months,11.05,86.64,A,A5,7,OWN,104107.43,Not Verified,credit_card,NC,13.74,0,1,16,0,63496,65.0,28,2011-12,2017-11,Individual,0,0,0
19217,60 months,12.69,36.21,C,C3,0,RENT,102036.21,Verified,moving,OH,12.8,0,1,14,1,40506,65.8,26,2016-10,2018-01,Individual,2,0,0
31526,36 months,14.7,140.18,A,A3,5,RENT,27580.43,Not Verified,credit_card,OH,2.77,0,2,25,0,48396,45.2,32,2005-08,2015-06,Individual,2,0,0
3533,36 months,4.78,5.09,B,B3,0,MORTGAGE,80369.95,Source Verified,debt_consolidation,FL,18.27,0,0,12,0,27181,12.7,12,2003-05,2018-12,Joint App,1,1,0
4226,36 months,7.67,14.67,D,D2,9,MORTGAGE,27021.89,Verified,small_business,NC,21.92,0,1,23,0,31851,38.7,38,2008-06,2018-04,Individual,4,0,1
11758,36 months,9.83,34.13,B,B1,7,MORTGAGE,50635.55,Not Verified,debt_consolidation,MD,20.6,0,3,21,0,46284,40.7,30,1995-06,2018-06,Individual,3,0,0
19979,60 months,12.21,31.27,G,G1,2,MORTGAGE,72669.49,Source Verified,credit_card,GA,16.23,1,2,29,0,26247,33.0,34,1999-04,2016-03,Individual,3,0,0
27173,36 months,16.88,138.07,F,F4,5,MORTGAGE,29697.86,Not Verified,debt_consolidation,IN,22.6,0,1,19,0,76326,22.3,28,2002-12,2018-02,Individual,2,0,1
20137,36 months,14.01,101.18,D,D5,1,OWN,78602.26,Not Verified,debt_consolidation,AZ,8.05,1,1,15,0,68310,10.9,23,2016-06,2017-06,Individual,2,0,0
18205,36 months,14.26,97.84,G,G1,8,RENT,36198.99,Verified,house,TN,28.73,0,1,1,0,77296,71.4,12,1995-06,2018-07,Individual,2,1,0
37575,60 months,18.38,190.53,F,F2,2,OWN,34599.05,Verified,debt_consolidation,VA,10.6,1,2,20,0,62850,56.8,30,2003-05,2019-04,Individual,2,0,0
7279,36 months,6.43,19.26,B,B4,6,MORTGAGE,74906.1,Verified,major_purchase,GA,11.37,0,0,16,0,6856,42.7,27,1991-05,2015-07,Individual,2,0,0
23297,36 months,13.8,110.52,E,E4,0,RENT,29685.57,Verified,home_improvement,PA,11.97,1,1,27,0,65047,29.0,45,2005-12,2017-01,Individual,2,0,1
22147,60 months,9.95,37.52,A,A4,1,OWN,28793.32,Not Verified,debt_consolidation,PA,11.46,0,3,18,0,19693,49.2,36,2001-10,2018-07,Individual,1,0,0
19466,36 months,11.75,96.88,D,D4,10,OWN,91554.86,Not Verified,wedding,NJ,14.65,0,1,21,0,31632,46.1,21,2004-09,2017-11,Individual,3,0,1
32496,60 months,14.04,85.64,C,C1,4,MORTGAGE,52320.02,Source Verified,debt_consolidation,NC,14.38,0,1,27,0,33481,34.0,39,1997-08,2018-09,Joint App,1,0,0
11412,36 months,7.53,25.5,A,A2,1,OWN,20486.64,Source Verified,credit_card,NC,16.91,0,1,28,0,38339,49.8,32,2002-04,2019-07,Individual,2,0,0
38197,36 months,15.11,179.01,B,B3,7,RENT,81910.69,Not Verified,medical,GA,10.27,0,3,7,0,64089,52.2,8,2008-02,2018-12,Individual,1,0,0
13931,36 months,16.13,59.27,G,G1,2,RENT,38408.7,Verified,major_purchase,MD,17.17,0,3,8,0,45862,55.7,9,2002-06,2018-10,Individual,2,0,0
22255,60 months,10.99,45.13,B,B2,6,RENT,21124.57,Verified,debt_consolidation,WA,8.37,0,1,23,0,42697,24.2,35,2014-08,2017-01,Joint App,2,0,0
21306,36 months,10.74,73.31,A,A2,8,OWN,10890.12,Not Verified,medical,MO,21.13,1,1,4,0,15345,50.6,23,2000-01,2017-09,Individual,2,0,0
34141,36 months,12.84,163.92,A,A5,7,MORTGAGE,84292.53,Not Verified,house,MD,21.04,0,0,24,1,63953,65.6,39,2007-01,2019-09,Individual,1,0,1
18117,36 months,10.62,59.99,C,C2,2,OTHER,29262.12,Verified,credit_card,WA,15.96,0,0,5,0,28982,47.9,7,2010-01,2018-01,Individual,1,0,1
12097,36 months,9.58,30.47,E,E5,2,MORTGAGE,23241.46,Source Verified,home_improvement,TX,11.45,0,1,11,0,53336,86.2,15,1996-01,2017-05,Individual,1,0,1
1842,36 months,7.17,3.23,E,E4,2,MORTGAGE,71943.88,Verified,credit_card,WI,18.18,0,1,25,0,39290,38.4,41,1997-06,2018-08,Individual,2,0,1
15183,36 months,9.15,47.93,C,C4,6,RENT,79497.03,Source Verified,credit_card,MI,9.79,0,3,4,0,52164,7.6,16,2016-07,2018-08,Joint App,1,0,0
33225,36 months,14.43,161.75,B,B5,7,RENT,30568.89,Source Verified,credit_card,GA,16.24,0,0,2,0,53630,25.0,12,2002-06,2017-02,Individual,1,0,0
1386,36 months,6.64,2.78,A,A5,5,MORTGAGE,84760.46,Verified,debt_consolidation,NC,14.94,0,0,23,0,44410,28.6,26,2014-02,2016-03,Individual,0,0,0
35950,36 months,13.64,150.72,C,C2,4,MORTGAGE,168204.5,Not Verified,small_business,TX,34.41,0,1,24,0,35959,53.2,39,2007-01,2019-01,Individual,3,0,0
22170,36 months,13.48,106.07,E,E3,0,RENT,109973.86,Source Verified,debt_consolidation,AZ,7.41,0,2,22,0,57081,58.6,38,1996-08,2019-07,Individual,0,0,0
6469,36 months,7.68,20.4,D,D3,9,OWN,100171.03,Not Verified,debt_consolidation,CA,0.0,1,3,14,0,12368,44.7,20,2006-05,2019-01,Individual,1,0,0
12784,36 months,9.68,35.89,C,C5,7,MORTGAGE,59188.2,Source Verified,credit_card,MA,11.54,1,0,23,0,77717,47.9,42,2012-02,2016-08,Individual,2,0,0
22607,36 months,14.64,111.96,D,D1,7,RENT,37562.78,Source Verified,debt_consolidation,IN,3.99,0,1,21,0,34008,80.3,30,2012-04,2018-11,Individual,2,0,1
13311,36 months,9.59,49.35,C,C3,1,OWN,47404.31,Verified,credit_card,NC,10.91,1,2,11,0,78570,25.4,11,2018-04,2019-10,Individual,1,0,0
5234,36 months,8.05,12.23,C,C2,3,MORTGAGE,63859.78,Verified,credit_card,GA,6.92,1,0,22,0,42509,40.5,41,2000-04,2019-07,Individual,2,0,1
26973,36 months,15.29,137.11,C,C2,3,MORTGAGE,23051.65,Not Verified,debt_consolidation,AZ,9.67,1,0,6,0,10360,33.0,9,1993-02,2015-09,Individual,1,0,1
27217,36 months,15.05,135.67,D,D4,6,RENT,30895.66,Source Verified,debt_consolidation,MO,8.55,0,1,13,0,52061,18.5,14,2008-05,2015-10,Individual,2,0,1
